Nivel	Ac	Ap	Et	Ev	a	r
86.12	3.39	58.1	66.27	0	25	-50
86.03	18.28	68.19	66.83	0	25	-50
86.39	19.29	52.34	62.82	0	1	100
86.55	11.78	46.49	52.14	0	1	100
86.66	0	45.11	63.29	0	7	100
86.32	0	57.26	64.05	0	25	100
86.19	1.28	71.18	64.08	0	25	-50
86.34	11.28	61.69	65.77	0	7	100
86.47	5.49	49.33	62.94	0	1	100
86.32	7.29	30.21	62.86	0	1	100
85.85	12.71	53.12	53.26	0	19	-50
86.08	0	68.3	62.77	0	25	-50
86.18	8.84	70.4	66.71	0	25	-50
86.41	0	72.42	77.1	0	25	100
86.32	0	66.46	78.7	0	7	100
86.09	0	78.43	78.85	0	25	-50
86.08	13.13	70.81	78.89	0	7	-50
86.17	12.84	53.96	60.64	0	1	-50
86.28	0	41.4	78.54	0	7	100
85.59	0	68.95	78.48	0	19	-50
85.41	0	72.2	79.01	0	25	-50
85.28	4.4	75.65	79.28	0	25	-50
85.29	13.44	76.3	78.17	0	19	-50
85.5	14.78	74.95	77.63	0	1	-50
85.72	20.24	54.54	59.94	0	1	-50
85.99	0	52.52	77.88	0	7	-50
85.52	6.15	70.74	65.93	0	19	-50
85.72	9.84	68.36	65.52	0	1	-50
85.95	7.11	66.49	65.77	0	7	-50
86.09	8.7	63.39	65.91	0	7	-50
86.2	6.16	63.91	64.98	0	19	100
86.29	15.09	37.6	59.55	0	1	100
86.16	0	41.97	63.51	0	25	-50
85.76	0.53	58.22	65.73	0	25	-50
85.63	0	50.72	65.71	0	1	-50
85.35	10.61	61.41	65.84	0	25	-50
85.46	35.8	65.53	65.94	0	25	-50
86.11	16.32	52.69	64.52	0	1	-50
86.19	25.13	54.99	53.97	0	19	-50
86.67	0	49.96	62.23	0	7	100
86.44	0	52.21	65.6	0	25	100
86.19	0	61.75	65.91	0	25	-50
86.11	19.35	54.81	65.85	0	1	-50
86.26	10.26	57.39	65.45	0	19	100
86.3	3.53	60.76	64.12	0	19	100
86.3	34.76	39.57	53.55	0	1	100
86.68	3.35	59.58	63.26	0	25	100
86.67	13.17	52	65.65	0	7	100
86.66	23.96	44.25	64.38	0	1	100
86.73	24.93	11.1	42.94	0	1	100
86.6	0	11.83	43.79	0	25	100
86.01	5.33	56.47	41.57	0	19	-50
86.38	30.25	13.56	37.24	0	1	100
86.5	0	39.6	41.59	0	25	100
86.46	12.71	39.9	42.8	0	25	100
86.64	8.22	20.68	43.94	0	7	100
86.36	3.71	28.4	45.53	0	25	100
86.11	6.66	34.7	43.75	0	19	-50
86.06	13.63	38.55	42.32	0	19	-50
86.24	13.03	24.37	43.81	0	7	100
86.12	7.18	45.59	44.45	0	25	-50
86.27	13.38	36.77	42.4	0	1	100
86.41	20.2	43.49	43.02	0	25	100
86.79	20.47	3.83	43.6	0	7	100
86.43	0	20.1	43.4	0	19	100
86	2.78	44.29	42.02	0	19	-50
86.09	23.6	30.71	37.3	0	1	-50
86.4	6.04	33.92	41.47	0	25	100
86.37	5.97	34.02	43.67	0	25	100
86.3	7.48	34.74	43.13	0	19	100
86.28	8.55	33.68	43.16	0	7	100
86.26	1.79	32.65	44.01	0	7	100
86.08	1.59	20.65	41.55	0	1	-50
85.72	3.61	36.22	37.98	0	19	-50
85.75	0	38.02	41.05	0	25	-50
85.69	8.55	55.37	44.25	0	25	-50
86.05	28.27	25.42	37.25	0	1	-50
86.35	0	58.4	44.19	0	25	100
86.61	16.3	40.82	45.1	0	7	100
86.83	22.33	23.87	42.25	0	1	100
86.9	11.39	17.04	36.48	0	1	100
86.75	0.42	11.78	40.81	0	7	100
86.22	9.97	34.87	44.23	0	25	100
86.23	3.85	15.76	43.32	0	1	100
85.79	16.31	0.6	46.04	0	7	-50
85.25	0	15.33	42.84	0	19	-50
84.74	20.26	70.11	39.34	0	19	-50
85.68	52.26	18.04	36.62	0	1	-50
86.3	0	0	44.97	0	7	100
85.33	0	25.4	48.54	0	25	-50
84.9	28	61.52	43.31	0	19	-50
85.75	34.67	31.54	42.75	0	1	-50
86.18	3.85	15.53	43.61	0	7	-50
85.73	0	22.82	42.17	0	19	-50
85.37	9.5	33.07	37.51	0	19	-50
85.46	0	57.76	41.85	0	25	-50
85.75	20.65	59.33	43.49	0	25	-50
86.42	22.52	34.72	38.65	0	1	100
86.76	0	6.8	43.48	0	7	100
86.08	0	18.08	43.91	0	25	-50
85.6	0	44.33	42.52	0	19	-50
85.63	27.12	27.04	35.53	0	1	-50
85.97	3.81	20.02	38.91	0	7	-50
85.69	0	26.41	30.03	0	19	-50
85.62	5.47	31.87	30.64	0	25	-50
85.74	8.84	28.93	33.24	0	7	-50
85.82	12.77	23.03	29.68	0	1	-50
85.93	13.1	19.74	29.95	0	7	-50
85.98	6.71	7.67	28.45	0	1	-50
85.72	0	30.9	29.24	0	25	-50
85.75	6.52	28	30.08	0	7	-50
85.83	6.94	28	29.9	0	10	-50
85.92	5.46	19.71	29.87	0	1	-50
85.83	1.1	38.6	29.76	0	19	-50
86.01	12.98	12.54	29.7	0	1	-50
85.93	0.02	3.36	29.32	0	1	-50
85.45	0	34.15	29.71	0	25	-50
85.53	28.65	38.37	31.06	0	25	-50
86.19	17.73	9.27	30.24	0	1	-50
86.13	0	24.43	29.7	0	19	-50
86.03	12.81	13.4	29.81	0	7	-50
85.96	98.79	0	29.77	0	1	-50
87.23	148.66	0	67.22	0	16	100
88.73	70.85	0.02	100	0	25	100
88.19	3.86	0.02	95.88	0	1	100
86.49	33.68	0.01	87.34	0	1	100
85.5	59.69	0	50.99	0	1	-50
85.66	33.85	0	53.87	0	16	-50
85.29	55.17	0	38.34	0	10	-50
85.6	36.15	0	25.17	0	10	-50
85.8	7.39	18.87	29.48	0	25	-50
85.74	39.46	16.16	30.03	0	7	-50
86.21	59.51	0	32.94	0	7	100
86.7	27.26	0	41.86	0	16	100
86.43	17.98	0	41.76	0	10	100
85.99	7.14	7.82	29.49	0	19	-50
85.72	2.61	18.07	28.14	0	19	-50
85.58	3.67	20.41	28.29	0	25	-50
85.5	10.77	18.19	29.39	0	7	-50
85.49	3.5	15.88	29.65	0	7	-50
85.3	0	29.74	30.18	0	25	-50
85.29	12.37	44.18	28.81	0	19	-50
85.8	25.71	14.01	29.3	0	7	-50
85.99	1.08	16.42	27.71	0	19	-50
85.8	0	32.37	29.55	0	25	-50
85.85	8.94	18.78	29.77	0	7	-50
85.81	19.51	13.36	29.52	0	1	-50
85.87	29.29	0.03	29.85	0	7	-50
85.86	16.19	0	29.73	0	1	-50
85.61	0	16.87	29.3	0	19	-50
85.38	3.84	36.65	28.42	0	19	-50
85.6	13.55	21.91	29.93	0	7	-50
85.7	6.81	26.1	30.09	0	25	-50
85.75	5.45	24.88	30.16	0	7	-50
85.75	5.22	23.5	29.62	0	1	-50
85.73	4.07	31.07	29.63	0	25	-50
85.83	41.14	29.24	29.72	0	7	-50
86.58	29.69	1.18	27.5	0	1	100
86.64	6.05	4.96	29.32	0	25	100
86.3	5.02	14.44	29.66	0	25	100
86.11	3.84	14.08	29.69	0	7	-50
85.89	2.29	19.38	29.6	0	19	-50
85.74	2.07	25.61	29.83	0	25	-50
85.7	7.9	19.7	29.12	0	1	-50
85.67	6.32	15.68	27.35	0	1	-50
85.57	0	25.38	29.6	0	25	-50
85.49	3.19	44.01	29.76	0	25	-50
85.81	17.86	3.93	29.79	0	7	-50
85.66	0	30.28	30.23	0	25	-50
85.66	15.96	31.78	29.83	0	19	-50
85.99	16.68	7.89	29.94	0	7	-50
85.89	1.28	20.02	28.31	0	19	-50
85.76	4.13	12.8	29.9	0	7	-50
85.52	0	28.49	30.04	0	25	-50
85.49	7.75	31.34	29.29	0	19	-50
85.67	12.1	29.44	29.38	0	7	-50
85.89	11.88	26.37	28.81	0	1	-50
86.06	2.44	21.71	28.99	0	7	-50
85.97	9.12	19.21	28.25	0	1	-50
85.97	2.98	16.39	29.66	0	7	-50
85.78	4	21.55	27.62	0	19	-50
85.74	0	26.34	29.52	0	25	-50
85.68	8.07	22.4	29.33	0	1	-50
85.7	22.7	30.71	28.42	0	19	-50
86.16	61.36	3.08	34.61	0	7	-50
86.71	13.42	0	33.4	0	1	100
86.34	13.41	0	34.49	0	16	100
85.95	7.3	11.65	29.75	0	19	-50
85.75	6.11	18.56	30.06	0	25	-50
85.65	4.61	29.14	29.89	0	19	-50
85.72	12.49	1.61	33.56	0	7	-50
85.36	34.48	14.04	43.63	0	25	-50
85.45	45.99	6.26	36.43	0	1	-50
85.74	16.77	10.76	29.69	0	19	-50
85.7	4.25	17.62	29.33	0	19	-50
85.56	9.61	23.56	29.84	0	25	-50
85.62	3.15	25.61	29.81	0	19	-50
85.6	7.06	28.64	29.7	0	19	-50
85.66	8.23	18.78	29.64	0	1	-50
85.71	10.67	18.5	27.52	0	1	-50
85.69	0	27.13	29.82	0	25	-50
85.64	6.84	24.54	29.73	0	1	-50
85.62	3.2	24.3	29.63	0	1	-50
85.63	1.9	25.4	29.85	0	25	-50
85.58	6.17	31.62	29.96	0	25	-50
85.72	11.28	26.55	29.03	0	1	-50
85.88	3.83	15.92	29.22	0	7	-50
85.7	0.69	23.66	28.97	0	19	-50
85.61	0	25.43	29.69	0	25	-50
85.53	1.75	33.69	29.94	0	25	-50
85.63	13.11	21.92	30.12	0	7	-50
85.72	0	24.31	30.18	0	25	-50
85.61	21.49	20.41	29.33	0	1	-50
85.84	26.24	13.69	27.43	0	1	-50
86.08	6.21	12.95	26.18	0	1	-50
85.94	3.85	17.25	29.75	0	25	-50
85.78	3.61	18.15	29.88	0	25	-50
85.63	0	24.54	29.86	0	19	-50
85.53	5.12	20.5	29.9	0	7	-50
85.45	0	33.66	29.85	0	19	-50
85.52	16.24	14.04	27.49	0	1	-50
85.57	0	19.54	29.78	0	25	-50
85.38	6.4	38.97	29.95	0	25	-50
85.66	24.87	13.25	29.83	0	1	-50
85.81	4.79	21.67	29.7	0	19	-50
85.75	7.29	21.92	29.64	0	19	-50
85.74	7.04	24.4	29.78	0	25	-50
85.77	8.37	21.68	27.23	0	1	-50
85.82	0	26.95	31.7	0	25	-50
85.73	9.11	23.59	28.87	0	1	-50
85.8	4.79	20.64	29.72	0	7	-50
85.72	3.39	18.69	29.67	0	1	-50
85.58	0	22.68	29.71	0	25	-50
85.45	4.61	33.97	29.79	0	25	-50
85.61	13.52	19.73	27.8	0	1	-50
85.71	0	26.13	29.09	0	25	-50
85.65	2.23	24.27	30.02	0	7	-50
85.58	7.1	28.97	28.76	0	19	-50
85.71	9.44	26.07	29	0	7	-50
85.83	5.68	25.88	30.41	0	7	-50
85.85	4	23.67	29.22	0	1	-50
85.82	5.43	16.75	28.13	0	1	-50
85.71	0	33.03	29.11	0	25	-50
85.78	6.12	23.11	28.93	0	1	-50
85.78	0	12.77	18.72	0	1	-50
85.67	0	21.68	24.9	0	25	-50
85.61	4.39	32.43	30.23	0	25	-50
85.73	6.52	24.61	29.44	0	1	-50
85.76	4.04	23.62	27.6	0	1	-50
85.76	0	35.83	29.69	0	25	-50
85.87	13.46	17.03	29.77	0	7	-50
85.88	0	14.67	29.57	0	1	-50
85.6	0	30.38	29.35	0	19	-50
85.61	11.04	19.49	28.96	0	1	-50
85.63	0	37.65	29.42	0	25	-50
85.78	14.32	12.19	27.52	0	1	-50
85.76	0	23.09	27.72	0	25	-50
85.67	2.27	33.33	29.45	0	25	-50
85.78	16.34	31.14	29.56	0	7	-50
86.11	13.89	1.98	29.4	0	1	-50
85.86	0	11.88	29.76	0	25	-50
85.53	0	33.91	29.43	0	19	-50
85.61	11.87	33.86	27.09	0	1	-50
85.95	11.36	3.92	29.28	0	7	-50
85.69	0	20.06	29.19	0	19	-50
85.52	2.32	38.33	29.1	0	19	-50
85.73	9.09	25.53	29.02	0	1	-50
85.83	6	28.72	27.96	0	19	-50
85.95	7.37	20.13	29.56	0	7	-50
85.91	2.5	21.18	27.34	0	19	-50
85.84	10.47	18.07	29.03	0	7	-50
85.83	1.03	29.37	28.63	0	19	-50
85.86	7.27	24.43	28.27	0	1	-50
85.92	4.21	19.3	28.74	0	7	-50
85.82	1.42	24.48	27.33	0	19	-50
85.79	2.43	20.64	27.68	0	7	-50
85.7	3.88	27.08	26.93	0	19	-50
85.77	3.63	19.44	28.9	0	7	-50
85.66	0	23.65	29.45	0	25	-50
85.55	1.08	31.62	28.74	0	19	-50
85.62	5.29	21.7	29.93	0	7	-50
85.56	0	20.7	29.74	0	1	-50
85.39	0	36.1	29.56	0	19	-50
85.51	13.96	30.82	27.96	0	1	-50
85.82	7.72	30.55	28.46	0	7	-50
86	4.43	16.46	29.45	0	7	-50
85.84	0	17.18	28.99	0	19	-50
85.62	2.31	34.73	29.78	0	25	-50
85.75	11.17	17.05	29.65	0	1	-50
85.72	0	20.62	29.11	0	19	-50
85.56	0	28.84	28.1	0	19	-50
85.57	3.92	22.51	28.93	0	7	-50
85.52	0	39.31	28.85	0	19	-50
85.71	10.75	26.05	29.57	0	7	-50
85.84	3.1	19.53	29.45	0	1	-50
85.71	0.31	22.75	29.88	0	25	-50
85.58	0	25.33	29.38	0	19	-50
85.5	0.37	24.12	27.8	0	1	-50
85.43	0	31.47	29	0	25	-50
85.47	6.76	25.84	29.73	0	7	-50
85.52	1.57	40.66	29.54	0	19	-50
85.75	11.19	32.47	29.33	0	1	-50
86.01	4.21	21.34	29.56	0	7	-50
85.93	0	7.37	37.25	0	7	-50
85.37	0	19.83	34.53	0	19	-50
85.09	0	48.46	38.3	0	25	-50
85.27	13.83	47	37.27	0	1	-50
85.7	12.27	31.1	37.86	0	7	-50
85.8	1.52	28.95	37.31	0	1	-50
85.67	0	37.59	38.42	0	25	-50
85.65	0.34	32.29	37.79	0	1	-50
85.64	8.84	29.06	34.95	0	1	-50
85.6	0	20.83	37.35	0	7	-50
85.29	0	41.69	37.61	0	25	-50
85.36	9.26	47.81	38.37	0	25	-50
85.7	11.22	33.99	38.47	0	7	-50
85.82	8.06	29.95	37.77	0	1	-50
85.82	0	28.93	36.89	0	1	-50
85.67	3.31	32.8	32.7	0	19	-50
85.73	0	31.23	38.04	0	7	-50
85.6	0.74	47.64	38	0	19	-50
85.79	9.66	31.84	36.96	0	1	-50
85.87	0	31.98	38.29	0	25	-50
85.75	1.76	30.6	38.62	0	7	-50
85.63	0	37.93	37.2	0	19	-50
85.64	14.53	13.6	33.35	0	1	-50
85.54	0	26.99	37.08	0	25	-50
85.35	0	43.83	38.24	0	25	-50
85.45	9.6	47.16	38.18	0	19	-50
85.79	13.97	46.87	37.94	0	1	-50
86.21	9.43	2.59	38.4	0	7	100
85.72	0	4.6	36.37	0	19	-50
85.13	0	34.21	33.54	0	19	-50
85.14	0	45.67	37.86	0	25	-50
85.28	13.08	39.96	37.61	0	1	-50
85.56	8.83	40.43	38.12	0	25	-50
85.76	4.76	32.4	37.92	0	1	-50
85.74	0.03	29.52	38.43	0	7	-50
85.57	1.97	45.82	37.85	0	19	-50
85.75	7.09	32.7	34.2	0	1	-50
85.85	0	25.88	53.29	0	7	-50
85.34	0	50.62	55.22	0	25	-50
85.25	5.95	47.09	57.1	0	7	-50
85.17	0	50.21	55.37	0	19	-50
85.07	2.06	55.58	53.61	0	19	-50
85.14	29.87	47.99	45.12	0	1	-50
85.74	15.47	33.63	33.19	0	1	-50
86.03	0	4.43	53.07	0	7	-50
85.13	0	28.56	52.88	0	19	-50
84.68	13.29	87.64	52.07	0	19	-50
85.58	35.66	51.28	53.3	0	7	-50
86.2	1.5	12.11	53.67	0	7	100
85.46	0.96	51.63	44.92	0	19	-50
85.6	0	3.76	32.89	0	1	-50
86.06	23.84	66.97	71.21	0	25	-50
85.42	0	56.38	70.86	0	1	-50
85.15	9.01	71.89	70.95	0	25	-50
85.33	16.25	80.85	71.4	0	25	-50
85.8	61.59	42.16	70.57	0	1	-50
86.41	70.52	0	52.5	0	1	100
86.74	97.15	0	51.49	0	10	100
87.58	39.09	0	65.61	0	16	100
87.09	0	4.38	71.51	0	25	100
85.85	0	43.02	70.53	0	19	-50
85.34	0	61.97	73.2	0	25	-50
85.13	9.37	74.86	72.03	0	19	-50
85.35	34.06	50.22	60.14	0	1	-50
85.79	11.55	32.12	48.8	0	1	-50
85.69	0	34.48	68.4	0	25	-50
85.06	0.18	73.19	72.01	0	25	-50
85.08	0	69.78	71.27	0	1	-50
85.05	0	76.27	85.38	0	25	-50
84.88	6.82	90.03	86.46	0	25	-50
85.07	10.88	81.17	86.55	0	7	-50
85.17	11.8	82.89	86.49	0	19	-50
85.32	0.86	79.04	89.02	0	7	-50
85.15	0	77.46	89.25	0	7	-50
84.93	6.47	89.65	90.02	0	25	-50
85.04	10.6	89.69	90.93	0	25	-50
85.21	9.28	89.66	90.64	0	1	-50
85.36	29.24	83.16	80.36	0	1	-50
85.95	30.19	43.74	79.18	0	1	-50
85.85	5.06	71.53	86.82	0	25	-50
85.66	47.87	50.77	86.57	0	1	-50
85.88	64.92	52	86.54	0	19	-50
86.44	44.06	13.09	86.33	0	1	100
85.9	0	11.71	85.41	0	1	-50
84.54	3.36	91.74	80.89	0	19	-50
84.8	17.51	91.61	81.83	0	7	-50
85.3	26.62	84.72	89	0	7	-50
85.71	33.79	81.1	95.23	0	7	-50
86.07	20.66	61.36	95	0	1	-50
85.83	0	63.47	93.68	0	19	-50
85.27	0	84.81	94.87	0	25	-50
85.08	8.29	93.02	96.31	0	25	-50
85.17	29.07	92.77	95.12	0	1	-50
85.66	36.86	69.96	95.35	0	7	-50
85.87	3.07	79.53	94.84	0	19	-50
85.64	18.35	86.16	95.18	0	25	-50
85.81	14.26	66.43	94.66	0	1	-50
85.55	0.64	87.26	94.89	0	25	-50
85.42	4.61	90.53	94.99	0	25	-50
85.42	19.98	90.37	95.06	0	7	-50
85.7	17.86	67.38	94.88	0	1	-50
85.52	6.04	91.79	94.94	0	25	-50
85.57	25.39	85.39	94.33	0	1	-50
85.87	11.81	55.21	82.18	0	1	-50
85.59	0	76.51	94.75	0	25	-50
85.25	4.56	92	94.75	0	22	-50
85.28	26.44	91.83	95.34	0	7	-50
85.7	42.56	85.96	95.39	0	7	-50
86.31	27.21	56.13	95.18	0	1	100
86.09	0	53.26	94.24	0	1	-50
85.33	43.85	89.84	95.1	0	25	-50
86.04	61.94	62.35	94.91	0	1	-50
86.58	16.38	40.27	94.46	0	1	100
85.88	0	82.38	94.77	0	25	-50
85.65	26.1	83.87	96.34	0	25	-50
85.9	40.81	92.96	110.35	0	25	-50
86.33	51.62	81.06	116.8	0	7	100
86.62	62.3	53.83	116.57	0	1	100
86.61	67.22	54.26	116.03	0	19	100
86.71	3.03	50.85	115.6	0	1	100
85.57	0	73.04	115.21	0	19	-50
84.79	2.36	127.68	116.42	0	25	-50
85.04	16.11	122.23	116.79	1.43	8	-50
85.41	42.95	114.05	115.84	8.51	2	-50
86.01	0	95.27	115.66	13.66	2	-50
85.38	25.3	130.53	110.75	22.71	20	-50
85.79	13.24	129.91	88.55	49.68	2	-50
85.88	0	116.09	88.36	58.61	2	-50
85.31	0	129.25	88.3	64.56	20	-50
84.87	0	202.45	88.33	77.59	26	-50
85.54	16.25	177.95	88.39	85.58	8	-50
85.91	14.44	165.2	81.49	92	2	-50
86.02	0	140.79	77.83	95.8	2	-50
85.41	0	105.58	73.23	105.36	2	-50
84.06	0	153.37	0	180.92	20	-50
83.55	74.88	175.26	0	182.29	23	-100
84.8	62.77	129.42	0	181.28	3	-50
85	0	138.86	0	184.23	23	-50
84.16	0	128.4	0	190.17	5	-50
83.02	0	185.3	0	190.12	21	-100
82.93	0	167.96	0	192.24	5	-100
82.48	0	216.19	0	198.71	23	-100
82.8	20.62	195.65	0	198.72	5	-100
83.12	15.65	197.83	0	198.72	22	-100
83.39	13.58	197.28	0	198.73	5	-100
83.55	2.67	196.79	0	198.72	3	-100
83.62	0	196.68	0	198.72	4	-100
83.58	61.02	176.78	0	196.56	3	-100
84.34	128.98	120.46	0	177.83	3	-50
85.66	0	115.95	0	184.68	5	-50
84.39	120.07	175.17	0	190.08	23	-50
85.02	114.95	114.17	0	192.24	5	-50
87.01	0	74.85	0	198.36	5	100
84.73	0	72.62	0	198.72	5	-50
82.4	0	212.56	0	201.06	23	-100
82.61	9.01	213.6	0	208.44	23	-100
82.87	0	215.02	0	211.68	23	-100
82.93	5.37	223.15	0	211.68	22	-100
83.24	8.9	212.29	0	207.07	3	-100
83.5	0	204.81	0	198.72	3	-100
83.61	0	209.27	0	197.72	21	-100
83.82	0	209.74	0	197.72	22	-50
84.04	0	207.09	0	197.72	4	-50
84.21	0	194.69	0	197.72	4	-50
84.15	0	159.37	0	197.72	4	-50
83.44	0	163.76	0	197.72	22	-100
82.81	0	197.59	0	200.16	23	-100
82.76	0	203.04	0	206.28	23	-100
82.7	0	219.89	0	207.36	23	-100
82.93	0	221.07	0	207.36	22	-100
83.18	0	199.89	0	207.36	4	-100
83.04	0	192.28	0	207.36	4	-100
82.76	0	207.49	0	207.36	22	-100
82.76	0	206.96	0	207.36	4	-100
82.75	0	220.69	0	205.92	21	-100
83.02	9.03	215.54	0	201.6	3	-100
83.44	0	194.26	0	197.28	3	-100
83.38	0	183.16	0	192.78	3	-100
83.2	0	194.96	0	187.2	21	-100
83.34	8.26	203.01	0	182.88	21	-100
83.86	53.11	194.97	0	178.56	3	-50
85.14	82.03	133.48	0	174.24	3	-50
85.9	69.8	119.12	0	169.92	3	-50
86.25	0	147.48	45.65	118.08	24	100
85.95	0	156.14	113.51	50.62	24	-50
85.8	0	139.52	113.89	49.88	6	-50
85.35	32.29	139.64	115.86	47.75	24	-50
85.5	5.87	142.16	115.37	43.49	18	-50
85.3	15.63	149.44	116	35.99	24	-50
85.54	33.64	130.12	115.46	30.92	0	-50
85.86	11.87	117.22	114.63	26.81	0	-50
85.63	2.48	129.48	115.13	22.16	24	-50
85.53	0	113.94	115.28	16.99	6	-50
85.19	4.64	133.02	116.32	12.5	24	-50
85.35	9.51	120.55	115.81	8.68	0	-50
85.45	1.65	113.1	115.9	4.14	6	-50
85.35	2.25	112.69	115.85	0	0	-50
85.33	11.77	110.3	111.69	0	1	-50
85.52	5.33	101.51	107.23	0	1	-50
85.51	5.1	100.22	102.86	0	1	-50
85.55	5.45	97.97	98.84	0	1	-50
85.63	2.19	74.6	94.52	0	1	-50
85.3	9.85	86.36	90.18	0	19	-50
85.41	15.84	77.85	86.61	0	1	-50
85.54	0	70.7	86.38	0	1	-50
85.25	10.56	88.98	84.26	0	19	-50
85.53	21.11	59.67	75.78	0	1	-50
85.62	4.42	51.69	66.8	0	1	-50
85.42	6.12	42	58.31	0	1	-50
85.23	3.49	56.06	51.8	0	19	-50
85.37	85.45	15.38	52.42	0	7	-50
86.26	9.12	20.12	51.81	0	19	100
85.84	0	27.88	51.6	0	19	-50
85.4	62.44	43.67	51.79	0	25	-50
86.4	217.37	0.01	64.11	62.64	8	100
88.07	36.55	0	68.96	0	6	100
87.47	14.97	0	63.72	0	10	100
86.57	0	0	0.06	0	10	100
85.95	5.16	34.26	53.4	0	25	-50
85.69	0	38.87	51.79	0	19	-50
85.45	2.74	44.8	51.81	0	25	-50
85.37	2	44.47	51.79	0	1	-50
85.27	13.75	47.49	51.97	0	25	-50
85.44	4.76	36.78	51.83	0	1	-50
85.25	4.53	50.8	51.97	0	25	-50
85.31	7.69	53.04	51.96	0	19	-50
85.49	6.98	40.52	51.75	0	1	-50
85.39	5.33	45.32	51.73	0	19	-50
85.37	5.08	50.48	51.71	0	19	-50
85.44	4.48	44.2	51.82	0	7	-50
85.38	4.51	53.35	51.75	0	19	-50
85.49	13.04	20.53	45.34	0	1	-50
85.27	0.08	32.3	36.65	0	19	-50
85.19	5.45	42.78	34.58	0	19	-50
85.44	10.62	29.49	34.61	0	7	-50
85.54	0.03	24.72	34.43	0	1	-50
85.36	0	37.45	34.63	0	25	-50
85.41	80.98	30.78	34.67	0	7	-50
85.43	0	24.08	33.21	0	1	-50
85.48	4.3	25.89	33.4	0	25	-50
85.43	9.28	29.58	33.35	0	19	-50
85.34	1.23	37.36	33.05	0	19	-50
85.48	0	12.69	33.19	0	7	-50
85.39	6.85	34.51	33.66	0	25	-50
85.35	4.32	37.42	33.43	0	19	-50
85.5	2.76	22.18	34.52	0	7	-50
85.32	29.94	34.21	34.76	0	25	-50
85.86	23.63	0.33	34.72	0	1	-50
85.66	2.41	23.99	34.46	0	19	-50
85.51	4.64	26.77	34.58	0	25	-50
85.45	4.85	26.57	34.56	0	1	-50
85.39	5.35	32.51	34.57	0	25	-50
85.45	5.45	31.35	34.55	0	1	-50
85.49	2.7	28.2	34.57	0	7	-50
85.42	0	30.64	36.4	0	25	-50
85.31	22.28	38.95	50.83	0	25	-50
85.5	31.59	30.43	64.08	0	7	-50
85.46	4.81	57.9	64.76	0	25	-50
85.42	19.24	50.61	63.75	0	1	-50
85.53	15.63	49.5	51.97	0	1	-50
85.77	6.17	43.12	51.93	0	1	-50
85.72	95.93	54.24	51.93	0	22	-50
85.84	0	0	46.46	0	1	-50
86.26	0	29.24	54.65	0	25	100
85.79	0	50.75	55.52	0	25	-50
85.7	4.58	65.45	56.36	0	25	-50
85.95	21.12	18.24	46.88	0	1	-50
85.81	0	12.42	32.98	0	1	-50
85.43	0	44.79	54.42	0	25	-50
85.25	10.3	74.43	55.95	0	25	-50
85.78	0	22.11	56.15	0	7	-50
86.15	59.65	35.9	55.97	0	19	-50
85.88	0.22	51.8	54.72	0	19	-50
85.83	20.6	42.73	46.44	0	1	-50
86.14	2.3	19.07	33.2	0	1	-50
85.92	0	38.74	55.39	0	25	-50
85.61	6.83	59.7	56.08	0	25	-50
85.8	22	52.68	56.58	0	7	-50
86.13	25.85	68.06	56.47	0	19	-50
86.82	10.38	16.98	56.58	0	7	100
86.28	15.59	19.98	45.86	0	19	100
86.09	9.04	12.06	33	0	1	-50
85.87	16.5	34.93	32.89	0	19	-50
85.99	6.92	50.5	57.39	0	25	-50
86.21	4.81	52.07	56.87	0	19	100
86.4	63.85	30.77	57.07	0	7	100
86.9	29.02	22.22	56.63	0	1	100
86.8	27.8	22.25	45.68	0	19	100
86.88	11.15	4.63	34.18	0	1	100
86.54	1.59	26.6	52.56	0	25	100
86.09	0	40.93	56.62	0	25	-50
85.81	6.18	58.08	56.65	0	25	-50
85.94	9.43	54.02	56.84	0	7	-50
86.06	6.19	47.59	56.87	0	7	-50
86	19.37	38.74	46.02	0	1	-50
86.22	0	9.9	33.1	0	1	100
85.79	0	45.24	55.93	0	25	-50
85.59	7.58	68.9	57.3	0	25	-50
85.94	11.53	61.84	56.87	0	1	-50
86.24	0.97	44.72	56.89	0	7	100
86.03	0	50.38	56.65	0	19	-50
85.91	19.25	52.14	46.19	0	19	-50
86.37	0	10.05	33.2	0	1	100
85.94	0	35.99	54.72	0	25	-50
85.59	103.95	60.18	57.62	0	25	-50
87.55	43.54	0	57.38	0	1	100
87.29	7.17	5.97	56.86	0	19	100
86.48	0	22.5	57.62	0	25	100
85.83	0.27	77.15	69.09	0	25	-50
85.98	27.85	62.38	69.43	0	7	-50
86.36	10.15	57.54	69.1	0	1	100
86.33	12.84	65.08	69.1	0	22	100
86.49	9.6	28.51	51.92	0	1	100
86.23	50.25	30.65	51.89	0	19	100
86.76	46.44	0	51.86	0	1	100
86.66	10.83	17.05	51.71	0	19	100
86.22	1.81	33.16	51.68	0	19	100
85.91	9.02	50.24	52.01	0	25	-50
86.04	9.11	46.19	51.87	0	1	-50
86.1	4.69	43.46	51.81	0	1	-50
86.03	4.36	49.19	51.83	0	25	-50
86.06	4.84	41.08	51.8	0	1	-50
85.95	7.15	63.47	52	0	25	-50
86.29	0.73	32.26	51.79	0	1	100
85.98	0	43.9	51.87	0	25	-50
